241894	209877
184171	204269
226563	220431
228647	215847
220650	219039
213373	211967
186143	212890
261987	225492
232793	198289
221296	221890
212445	213122
219698	241899
199575	216841
205884	229611
237544	220254
203105	217526
191137	221024
220946	216865
236055	236469
226919	239085
207979	213636
213610	206500
192491	230278
214503	218364
195060	218633
209418	220867
209958	215910
241437	210177
238323	225439
223049	232933
199557	229994
220287	211676
230125	217775
207007	221890
218410	223408
200734	231119
218791	232461
225675	200963
206984	220416
229331	224561
236268	237294
212525	241442
222758	199441
238233	218174
225507	229802
221753	222757
239055	221197
207921	219069
204468	239056
218032	222467
221016	231054
212162	221119
233027	214538
237276	230805
219207	226861
219375	196039
219478	232293
224977	234074
222210	224218
232002	247135
211232	233079
201454	237311
239721	233678
227519	235161
220982	228441
203603	240105
213547	234341
222692	234863
231014	238264
226615	208649
214356	206427
204744	213075
246644	212064
199327	242828
228126	239936
226867	223156
215612	224556
231740	241940
188885	215021
222318	221374
205237	236551
245511	227835
223794	233480
244277	242742
229318	235163
210626	235443
206042	230974
243959	227600
209671	235031
212722	227678
243332	232044
218030	220113
201805	208147
203023	210364
216576	233970
224357	228165
226516	221315
217124	227205
232642	215574
234270	258699
217498	233519
235140	214581
207542	230040
226881	227360
227390	231283
217566	232791
231605	239509
216344	223902
235008	233716
203491	220033
219051	209465
215676	225417
207437	215209
226848	216836
229203	233048
213109	207098
231235	228841
216362	252117
226887	203095
218715	225386
212202	216984
224541	255725
206031	207687
230284	220817
226733	231513
213485	218795
232908	230414
227471	247172
200487	201879
228251	200295
226498	220968
209777	228394
210129	222624
240765	208296
222262	203891
218067	220530
192877	243248
213091	224820
229162	237946
232517	223154
212171	234296
202155	234299
226359	239232
226030	240830
226467	220014
220347	202247
235109	232049
217810	234401
209609	237256
183184	219980
233844	211573
233051	219383
213999	213918
218255	214905
201151	225535
232107	214296
212405	223178
214417	216909
225040	219237
207225	232130
221370	221696
216582	237320
204864	228247
228171	230878
228055	234129
229688	228999
221488	244299
218656	220368
227033	210799
234193	248845
228552	217798
223468	227603
233996	209877
199820	186269
223440	237839
197319	225129
216139	209358
231296	212430
236535	214311
225947	221341
218204	224686
216583	219526
210413	216861
220417	220534
188339	213969
206665	214770
218310	231191
211427	204321
245235	224706
226142	227458
226118	225669
233151	234767
222774	240149
237880	228474
209696	243124
230661	196388
227509	208504
233947	233211
223248	222780
212664	210599
209910	229407
223179	205645
236335	222011
221742	233982
230508	231626
215063	231450
214280	217276
230066	209485
232055	217540
228673	215162
223938	198575
227495	206587
222393	242920
229382	236190
243268	223410
213920	225816
221822	207279
220850	222878
204057	225564
216124	247225
216203	217450
213188	236982
198375	208921
255346	236476
241168	237546
215678	222019
234620	228690
225454	197158
224843	214274
237235	218357
213205	219998
223617	238588
224920	207030
217414	221622
222522	232836
227311	225550
223602	236583
232004	218160
211572	231371
215563	219969
211349	220475
211228	224461
226991	221987
229565	229781
205427	231764
206494	244852
215932	220804
234861	207977
216783	245436
221563	205148
222085	222067
212301	222920
236145	208791
216826	216295
222102	219301
235766	236889
215066	225695
221334	210358
226795	210227
228891	217176
223646	236616
224956	233327
229524	219037
225364	217110
213982	195867
209964	219988
246780	199369
220291	209816
203882	226395
232503	211402
221285	219803
231439	227916
228606	245629
220278	225247
214021	218120
213704	237043
218620	203837
226424	222041
230609	216677
234022	204089
239367	224528
209609	234428
236345	219633
218803	228054
233689	217628
206957	228448
226289	221081
226539	235925
211785	196397
229497	217925
238931	240560
216511	242381
244659	201919
235093	210852
197926	233529
237821	221078
222185	232059
225197	208047
205153	215528
209783	229411
203283	230640
225676	221922
196802	217296
218362	220571
222863	220210
217445	221314
212364	219294
204877	223791
225577	226174
216922	219098
237197	228777
245475	236491
231914	210357
210397	219353
232882	226754
231753	211555
218035	195695
231819	218908
242784	236264
229659	232807
211037	220375
213638	194145
226333	214980
242582	228538
244951	222942
223025	199749
229740	202809
185219	230602
233313	233275
227890	215972
211203	244522
214141	231196
227584	237407
216412	219189
199830	222479
228586	226345
209165	194665
210056	230522
226765	225910
221149	215392
234941	221342
219972	220073
239809	220075
236366	227188
224883	225007
215674	234326
233911	221934
205600	208050
207268	258224
229890	204637
206933	226128
230096	198298
204079	224212
220268	216747
214458	216362
225409	232712
224028	239583
225391	216940
256024	222240
235399	216886
240842	210959
231501	205007
236358	232113
215795	222929
221414	199479
225401	244360
197729	249453
194817	245705
233193	219889
224429	216376
198276	212484
235033	252103
219551	203549
220502	214557
231029	235170
198004	226607
224362	232185
223948	219695
216973	214818
231695	224570
214491	223473
233638	224395
222170	208193
213784	225177
229708	216693
197289	214509
235891	218707
238202	204662
220244	222887
195389	214184
203714	216308
233047	215085
234368	235485
231274	227319
206018	223254
217905	212461
242649	217284
227944	213100
217273	213353
225386	202547
217290	238952
227414	192316
222791	215821
221325	204154
217708	219298
213130	224800
232604	220509
219493	240038
220289	220818
213404	211603
225441	213228
202192	228956
237706	210682
214716	246117
250790	218392
207039	211680
227768	230057
212503	245976
226912	222359
202077	222597
241979	196483
243691	232955
251592	225796
206053	222616
227938	245710
196900	226897
223581	199213
206282	224434
233103	206186
218006	221523
227579	223557
208925	233619
202897	208204
251666	240452
235556	232759
227840	215062
203387	210381
218460	232500
229910	220582
214011	226138
218726	246419
219787	237203
225001	223545
230464	219055
229949	208149
224038	216979
205966	214988
225830	208763
224798	230681
207928	208165
230346	209988
203979	217538
232246	216523
220751	212083
209792	205128
218604	220075
230974	214069
205707	220812
204998	222369
214322	222765
224338	221703
229985	234057
217017	212753
217666	208423
212280	231427
208477	225099
217299	213107
205697	212294
214580	214937
212880	200025
203511	226399
203486	216569
228982	221968
196635	233528
235116	230683
233615	219783
219782	238695
215982	223697
200315	232279
239230	237875
222092	229455
249094	225043
198440	223671
208872	230927
225531	200014
214286	245038
213860	246837
220525	221360
209586	216828
225872	200882
221595	217716
222077	236242
221401	230238
210771	226892
210826	208997
205217	229110
214957	231405
206129	215130
241355	208868
211125	226860
238763	224672
220139	220515
215000	226733
237699	232761
226273	212264
201378	228530
228705	222332
253243	215195
206364	237037
219560	212160
233461	248679
236274	237900
253195	209986
212309	219008
216897	223074
207051	230105
224126	233161
240926	220402
218088	207719
242411	198880
251373	214013
227724	190269
239379	231365
199603	240251
245592	214923
229841	231732
252107	222886
229598	223258
205114	229825
228251	213349
223391	189738
219535	197962
238750	222162
223448	224580
198329	212450
233004	217059
217847	228616
216697	215811
213309	213267
228531	206486
218070	219110
218153	213147
218115	239838
207443	234167
218820	236157
219033	215191
219711	220050
236249	218498
223100	200662
231509	205815
234934	229310
211460	227060
213181	253395
222892	219013
229146	221206
233359	213202
194427	214800
232462	227410
220191	226364
195276	230083
218800	198312
219130	225299
202614	218525
211184	223065
201383	237785
239412	212127
216818	227537
225042	214146
213664	240230
222384	215788
232919	213710
217416	236040
198699	216925
213490	215426
202043	216975
230150	207381
227898	236331
249085	225057
239896	196368
244020	247589
221047	209371
224105	225234
214315	229308
197532	202310
224231	234000
224016	227935
217668	233115
237741	203038
225237	245487
218961	204113
224412	222997
241168	204837
218150	200199
229491	228469
237887	217622
209239	212059
219352	212293
215908	216559
215027	230419
209302	216968
225801	215470
229642	202030
225072	224396
228716	240053
230900	219594
220431	248827
233314	226227
209732	223168
199855	223404
227086	210264
226439	230694
220770	212639
230867	233240
234505	221008
213156	231553
221163	208641
246068	220436
224833	213818
208882	237300
232560	220406
233210	235342
230566	205284
236298	227145
229168	217814
211820	239159
225655	245466
209952	197884
217726	204910
209036	209564
212134	220375
207580	222263
225841	208280
216113	221234
221082	214405
223907	190224
238793	212018
216768	234252
228341	228130
235549	232748
221872	228063
207449	223921
229922	226458
221041	215518
216277	224626
232920	223196
233308	208417
199014	239818
206050	212127
229960	215250
205848	204544
225892	217147
222845	229014
224193	223467
236203	226650
215334	233249
230071	218424
239988	236418
246222	234641
226469	231453
210754	226702
241020	198919
235908	244193
218454	228749
213998	224812
208918	219942
207681	250379
220376	227243
235411	240732
216911	229014
227472	219867
234713	245779
221077	195652
233994	219784
220000	219091
208314	226529
204383	246046
239261	228750
238190	229204
225843	219218
225827	219818
205987	238995
218728	214125
210015	216485
212845	201675
239898	232014
225286	229957
202088	226430
204958	214805
221653	232431
206346	214149
229082	222070
226594	215075
237220	214843
231136	211629
205604	240731
223798	233334
211035	211818
235078	210229
218923	200019
225302	226865
212746	233879
259547	228204
225901	211044
219181	214328
211550	224366
221265	238992
216847	226053
210192	216883
229085	219369
225022	227309
214953	217427
205737	231267
223834	207971
210385	234911
226688	225234
239144	225491
206555	236058
201262	226005
221584	203953
224289	239442
215370	211236
218459	220129
207437	230329
241300	228847
216013	225301
224510	225306
209116	223143
215880	234561
223857	236204
214157	233500
230268	233545
224650	207377
238824	203621
235715	208095
185429	240472
231161	237533
202850	252097
218349	234525
218289	218601
200666	235766
220190	257609
